MATTR 1.0.6877.18766 2018/10/31


动物安详_05_departw.txt
MATTR(100): 0.755
497	0.700	朋友
498	0.710	送
499	0.700	的
500	0.700	当时
501	0.690	他
502	0.690	有
503	0.690	一个
504	0.690	拴马桩
505	0.700	和
506	0.700	这
507	0.710	只
508	0.710	狮子
509	0.710	让
510	0.700	我
511	0.710	选
512	0.710	一个
513	0.700	我
514	0.700	就
515	0.700	带回
516	0.700	了
517	0.690	这
518	0.690	狮子
519	0.680	我
520	0.670	喜欢
521	0.670	的
522	0.670	是
523	0.670	它
524	0.670	的
525	0.670	蛮劲
526	0.670	模样
527	0.680	并
528	0.680	不
529	0.680	好看
530	0.690	如
531	0.700	李逵
532	0.700	程咬金
533	0.710	一样
534	0.700	是
535	0.700	被
536	0.700	打破
537	0.700	了
538	0.710	头
539	0.720	仍
540	0.730	扑
541	0.730	着
542	0.730	去
543	0.740	进攻
544	0.740	的
545	0.740	那种
546	0.730	我
547	0.740	拍了拍
548	0.740	它们
549	0.740	说
550	0.740	吵
551	0.740	什么
552	0.740	呀
553	0.740	都
554	0.740	是
555	0.740	看门
556	0.730	的
557	0.720	有
558	0.710	什么
559	0.710	吵
560	0.700	的
561	0.690	但
562	0.690	我
563	0.690	还是
564	0.700	把
565	0.690	它们
566	0.690	分开
567	0.680	了
568	0.680	差别
569	0.680	悬殊
570	0.670	的
571	0.660	是
572	0.670	互不
573	0.680	计较
574	0.670	的
575	0.680	争斗
576	0.680	的
577	0.690	只是
578	0.690	两
579	0.690	相差不多
580	0.690	的
581	0.700	同伙
582	0.700	于是
583	0.690	一个
584	0.690	守
585	0.680	了
586	0.690	大门
587	0.690	一个
588	0.680	守
589	0.680	了
590	0.680	卧室
591	0.680	门
592	0.680	第二日
593	0.670	我
594	0.670	重新
595	0.680	调整
596	0.680	了
597	0.680	这些
598	0.680	动物
599	0.680	的
600	0.680	位置
601	0.680	龙
602	0.690	虎
603	0.700	牛
604	0.700	马
605	0.700	当然
606	0.700	还是
607	0.700	各
608	0.710	占
609	0.710	四面
