MATTR 1.0.6877.18766 2018/10/31


动物安详_05_departs.txt
MATTR(500): 0.591
531	0.606	李逵
532	0.606	程咬金
533	0.606	一样
534	0.604	是
535	0.604	被
536	0.604	打破
537	0.602	了
538	0.600	头
539	0.602	仍
540	0.604	扑
541	0.604	着
542	0.604	去
543	0.604	进攻
544	0.604	的
545	0.606	那种
546	0.606	我
547	0.608	拍了拍
548	0.608	它们
549	0.608	说
550	0.608	吵
551	0.610	什么
552	0.612	呀
553	0.612	都
554	0.612	是
555	0.614	看门
556	0.614	的
557	0.612	有
558	0.610	什么
559	0.608	吵
560	0.608	的
561	0.606	但
562	0.604	我
563	0.602	还是
564	0.604	把
565	0.602	它们
566	0.602	分开
567	0.600	了
568	0.602	差别
569	0.602	悬殊
570	0.602	的
571	0.602	是
572	0.602	互不
573	0.604	计较
574	0.602	的
575	0.604	争斗
576	0.604	的
577	0.602	只是
578	0.604	两
579	0.606	相差不多
580	0.604	的
581	0.604	同伙
582	0.604	于是
583	0.604	一个
584	0.604	守
585	0.602	了
586	0.604	大门
587	0.604	一个
588	0.604	守
589	0.602	了
590	0.604	卧室
591	0.604	门
592	0.604	第二日
593	0.602	我
594	0.604	重新
595	0.604	调整
596	0.602	了
597	0.602	这些
598	0.600	动物
599	0.598	的
600	0.596	位置
601	0.594	龙
602	0.594	虎
603	0.596	牛
604	0.598	马
605	0.600	当然
606	0.598	还是
607	0.598	各
608	0.596	占
609	0.596	四面
610	0.594	墙上
611	0.594	墙下
612	0.592	这些
613	0.590	位置
614	0.588	似乎
615	0.588	就是
616	0.586	它们
617	0.584	的
618	0.582	而
619	0.582	西墙
620	0.582	下放
621	0.580	了
622	0.578	羊
623	0.580	鹿
624	0.578	石鱼
625	0.576	和
626	0.576	角虫石
627	0.576	东墙
628	0.576	下
629	0.576	是
630	0.576	水晶
631	0.576	猫
632	0.576	水晶
633	0.576	狗
634	0.576	龟和狐
635	0.576	南墙
636	0.576	下
637	0.576	安放
638	0.574	了
639	0.574	石
640	0.576	麒麟
641	0.574	北墙
642	0.574	的
643	0.574	沙发
644	0.572	靠背
645	0.570	顶上
646	0.570	一溜儿
647	0.568	是
648	0.566	海百合
649	0.566	化石
650	0.568	三叶虫
651	0.566	化石
652	0.566	象牙
653	0.566	化石
654	0.568	鸵鸟
655	0.566	马头
656	0.564	石
657	0.564	猴头
658	0.562	石
659	0.564	安置
660	0.566	毕
661	0.566	了
662	0.566	将
663	0.566	一尊
664	0.568	巨大
665	0.568	的
666	0.568	木雕
667	0.568	佛祖
668	0.568	奉
669	0.566	在
670	0.564	厅
671	0.564	中
672	0.564	的
673	0.564	一个
674	0.564	石
675	0.566	桌上
676	0.568	给
677	0.568	佛上
678	0.568	了
679	0.570	一柱
680	0.570	香
681	0.570	想
682	0.572	佛法无边
683	0.570	它
684	0.572	可以
685	0.574	管住
686	0.576	人性
687	0.578	也
688	0.578	可以
689	0.578	管住
690	0.578	兽性
691	0.578	的
692	0.578	又
693	0.576	想
694	0.578	人为
695	0.578	灵
696	0.578	兽
697	0.578	为
698	0.578	半灵
699	0.580	既有
700	0.582	灵气
701	0.582	必
702	0.582	有鬼
703	0.582	气
704	0.582	遂
705	0.584	画
706	0.582	了
707	0.582	一个
708	0.584	钟馗
709	0.584	挂
710	0.582	在
711	0.580	门
712	0.580	后
713	0.582	还
714	0.580	觉得
715	0.580	不够
716	0.582	书写
717	0.580	了
718	0.580	古书
719	0.580	中
720	0.578	的
721	0.578	一段话
722	0.578	贴
723	0.576	在
724	0.576	沙发
725	0.574	后
726	0.574	的
727	0.574	空
728	0.574	墙上
729	0.574	这段话
730	0.574	是
731	0.576	碗
732	0.574	大
733	0.574	一片
734	0.574	赤县神州
735	0.574	众生
736	0.576	塞满
737	0.578	原是
738	0.578	假合
739	0.580	若
740	0.582	复件
741	0.584	件
742	0.584	认真
743	0.584	争竟
744	0.586	何
745	0.588	已
746	0.588	至今
747	0.588	再
748	0.588	未
749	0.590	做
750	0.588	过
751	0.586	它们
752	0.588	争吵
753	0.590	之梦
754	0.592	平日
755	0.594	没事
756	0.594	在家
757	0.596	看看
758	0.598	这个
759	0.600	瞧瞧
760	0.602	那个
761	0.600	都
762	0.602	觉
763	0.604	顺眼
764	0.604	也
765	0.604	甚
766	0.606	和谐
767	0.604	这
768	0.606	恐怕
769	0.606	是
770	0.608	佛
771	0.608	的
772	0.610	作用
773	0.608	也
774	0.608	恐怕
775	0.606	是
776	0.606	钟馗
777	0.606	和
778	0.608	那段
779	0.610	古句
780	0.608	的
781	0.606	作用
782	0.604	吧
